method,s_0,replication,MSE_signal,FPR,bulk_ESS,converged_alpha
Bayesian Elastic Net,10,44,0.0037607023458146272,0.1,3113.0980036578653,
ARD,10,44,0.001753762182524233,0.1,320.90394537605414,
AEH,10,45,0.01172795135760996,0.3,1330.221786298122,0.13079987715891217
Horseshoe,10,45,0.00358183864990598,0.3,3525.921554466027,
Regularized Horseshoe,10,45,0.0035405349147185233,0.3,1407.1912008188224,
Bayesian Elastic Net,10,45,0.007713803761492377,0.3,3334.3268593095554,
ARD,10,45,0.0038560534875919776,0.3,442.7221325718962,
AEH,10,46,0.009183319560650502,0.1,2179.261356071306,0.13015154082372812
Horseshoe,10,46,0.005895663833269475,0.1,3667.151191851886,
Regularized Horseshoe,10,46,0.005910144854591632,0.2,2214.752570501401,
Bayesian Elastic Net,10,46,0.00643895629721041,0.2,5239.829081707172,
ARD,10,46,0.0052892414953563385,0.2,591.8151727094449,
AEH,10,47,0.009947734493991195,0.2,2354.5360778122213,0.13151712243784677
Horseshoe,10,47,0.0010394302618507373,0.2,3005.437277498656,
Regularized Horseshoe,10,47,0.001189024822690155,0.2,1104.6892470841062,
Bayesian Elastic Net,10,47,0.00541596809168641,0.2,5122.061905564625,
ARD,10,47,0.0012072231436658903,0.2,461.85390962788614,
AEH,10,48,0.009245165453558779,0.0,4952.9377181821565,0.13088308115282604
Horseshoe,10,48,0.004524730669103457,0.0,1162.1989023132724,
Regularized Horseshoe,10,48,0.005569378139357358,0.0,1473.7501082334743,
Bayesian Elastic Net,10,48,0.006563645981463534,0.0,2842.652965386739,
ARD,10,48,0.004245096139356263,0.0,389.8521376167511,
AEH,10,49,0.01344696131757118,0.1,2161.1833236187895,0.13101397165787726
Horseshoe,10,49,0.003207521451829397,0.2,5150.568659912636,
Regularized Horseshoe,10,49,0.0030449493370944764,0.2,4063.7138102579447,
Bayesian Elastic Net,10,49,0.009141683293528564,0.2,5234.670797720814,
ARD,10,49,0.003801919077019454,0.2,546.3072588275317,
